TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756931118830,22.6,7.6,0.0,0.0,15.0,--
63756931119830,23.1,8.1,0.0,0.0,15.0,--
63756931120831,22.6,7.6,0.0,0.0,15.0,--
63756931121848,20.2,5.2,0.0,0.0,15.0,--
63756931122878,17.0,2.0,0.0,0.0,15.0,--
63756931123895,16.8,1.8,0.0,0.0,15.0,--
63756931124912,16.6,1.6,0.0,0.0,15.0,--
63756931125929,15.8,0.8,0.0,0.0,15.0,--
63756931126937,17.4,2.4,0.0,0.0,15.0,--
63756931127959,16.9,1.9,0.0,0.0,15.0,--
63756931128976,17.1,2.1,0.0,0.0,15.0,--
63756931129993,16.2,1.2,0.0,0.0,15.0,--
63756931131002,17.3,2.3,0.0,0.0,15.0,--
63756931132027,16.8,1.8,0.0,0.0,15.0,--
63756931133033,17.4,2.4,0.0,0.0,15.0,--
63756931134049,17.3,2.3,0.0,0.0,15.0,--
63756931135066,18.6,3.6,0.0,0.0,15.0,--
63756931136083,16.3,1.3,0.0,0.0,15.0,--
63756931137100,18.2,3.2,0.0,0.0,15.0,--
63756931138114,17.2,2.2,0.0,0.0,15.0,--
63756931139130,17.3,2.3,0.0,0.0,15.0,--
63756931140139,16.4,1.4,0.0,0.0,15.0,--
63756931141164,17.0,2.0,0.0,0.0,15.0,--
63756931142173,15.9,0.9,0.0,0.0,15.0,--
63756931143187,17.7,2.7,0.0,0.0,15.0,--
63756931144212,17.0,2.0,0.0,0.0,15.0,--
63756931145228,16.7,1.7,0.0,0.0,15.0,--
63756931146294,17.3,2.3,0.0,0.0,15.0,--
63756931147295,16.1,1.1,0.0,0.0,15.0,--
63756931148317,17.1,2.1,0.0,0.0,15.0,--
63756931149342,17.1,2.1,0.0,0.0,15.0,--
63756931150350,17.1,2.1,0.0,0.0,15.0,--
63756931151359,16.9,1.9,0.0,0.0,15.0,--
63756931152376,16.8,1.8,0.0,0.0,15.0,--
63756931153392,16.9,1.9,0.0,0.0,15.0,--
63756931154409,16.5,1.5,0.0,0.0,15.0,--
63756931155426,16.7,1.6,0.0,0.0,15.0,--
63756931156443,16.8,1.8,0.0,0.0,15.0,--
63756931157452,17.1,2.1,0.0,0.0,15.0,--
63756931158474,16.8,1.8,0.0,0.0,15.0,--
63756931159498,18.1,3.1,0.0,0.0,15.0,--
63756931160515,15.9,0.9,0.0,0.0,15.0,--
63756931161532,16.7,1.7,0.0,0.0,15.0,--
63756931162549,16.2,1.2,0.0,0.0,15.0,--
63756931163562,17.5,2.5,0.0,0.0,15.0,--
63756931164579,17.5,2.5,0.0,0.0,15.0,--
63756931165596,17.3,2.3,0.0,0.0,15.0,--
63756931166613,16.9,1.9,0.0,0.0,15.0,--
63756931167630,16.8,1.8,0.0,0.0,15.0,--
63756931168644,16.9,1.9,0.0,0.0,15.0,--
63756931169661,16.3,1.3,0.0,0.0,15.0,--
63756931170678,16.4,1.4,0.0,0.0,15.0,--
63756931171703,16.4,1.4,0.0,0.0,15.0,--
63756931172728,17.0,2.0,0.0,0.0,15.0,--
63756931173745,17.3,2.3,0.0,0.0,15.0,--
63756931174754,17.3,2.3,0.0,0.0,15.0,--
63756931175771,16.8,1.8,0.0,0.0,15.0,--
63756931176781,16.5,1.5,0.0,0.0,15.0,--
63756931177797,16.7,1.7,0.0,0.0,15.0,--
63756931178814,17.1,2.1,0.0,0.0,15.0,--
63756931179831,17.2,2.2,0.0,0.0,15.0,--
63756931180857,16.0,1.0,0.0,0.0,15.0,--
63756931181857,17.4,2.4,0.0,0.0,15.0,--
63756931182874,17.0,2.0,0.0,0.0,15.0,--
63756931183892,17.5,2.5,0.0,0.0,15.0,--
63756931184908,16.5,1.5,0.0,0.0,15.0,--
63756931185925,17.0,2.0,0.0,0.0,15.0,--
63756931186943,17.1,2.1,0.0,0.0,15.0,--
63756931187957,16.8,1.8,0.0,0.0,15.0,--
63756931188974,17.7,2.7,0.0,0.0,15.0,--
63756931189990,16.7,1.7,0.0,0.0,15.0,--
63756931191000,16.1,1.1,0.0,0.0,15.0,--
63756931192025,17.0,2.0,0.0,0.0,15.0,--
63756931193034,16.6,1.5,0.0,0.0,15.0,--
63756931194059,18.6,3.6,0.0,0.0,15.0,--
63756931195068,16.3,1.3,0.0,0.0,15.0,--
63756931196077,16.2,1.2,0.0,0.0,15.0,--
63756931197094,17.7,2.7,0.0,0.0,15.0,--
63756931198123,17.4,2.4,0.0,0.0,15.0,--
63756931199140,22.1,7.1,0.0,0.0,15.0,--
63756931200157,17.7,2.7,0.0,0.0,15.0,--
63756931201173,16.8,1.7,0.0,0.0,15.0,--
63756931202190,17.8,2.8,0.0,0.0,15.0,--
63756931203205,15.7,0.7,0.0,0.0,15.0,--
63756931204221,16.2,1.2,0.0,0.0,15.0,--
63756931205238,17.7,2.7,0.0,0.0,15.0,--
63756931206240,16.8,1.8,0.0,0.0,15.0,--
63756931207249,16.2,1.2,0.0,0.0,15.0,--
63756931208269,17.8,2.8,0.0,0.0,15.0,--
63756931209295,17.3,2.3,0.0,0.0,15.0,--
63756931210303,18.5,3.5,0.0,0.0,15.0,--
63756931211312,17.4,2.4,0.0,0.0,15.0,--
63756931212337,16.8,1.8,0.0,0.0,15.0,--
63756931213342,17.0,2.0,0.0,0.0,15.0,--
63756931214359,16.6,1.6,0.0,0.0,15.0,--
63756931215375,16.3,1.3,0.0,0.0,15.0,--
63756931216392,17.2,2.2,0.0,0.0,15.0,--
63756931217409,16.1,1.1,0.0,0.0,15.0,--
63756931218423,17.3,2.3,0.0,0.0,15.0,--
63756931219440,17.3,2.3,0.0,0.0,15.0,--
63756931220457,16.8,1.8,0.0,0.0,15.0,--
63756931221474,16.6,1.6,0.0,0.0,15.0,--
63756931222491,16.5,1.5,0.0,0.0,15.0,--
63756931223552,17.6,2.6,0.0,0.0,15.0,--
63756931224561,16.9,1.9,0.0,0.0,15.0,--
63756931225578,17.1,2.1,0.0,0.0,15.0,--
63756931226603,16.9,1.9,0.0,0.0,15.0,--
63756931227619,16.5,1.5,0.0,0.0,15.0,--
63756931228625,18.4,3.4,0.0,0.0,15.0,--
63756931229642,17.3,2.3,0.0,0.0,15.0,--
63756931230658,17.4,2.4,0.0,0.0,15.0,--
63756931231675,17.1,2.1,0.0,0.0,15.0,--
63756931232692,17.1,2.1,0.0,0.0,15.0,--
63756931233706,17.2,2.2,0.0,0.0,15.0,--
63756931234723,17.1,2.1,0.0,0.0,15.0,--
63756931235740,17.8,2.8,0.0,0.0,15.0,--
63756931236748,16.4,1.4,0.0,0.0,15.0,--
63756931237781,16.1,1.1,0.0,0.0,15.0,--
63756931238803,18.9,3.9,0.0,0.0,15.0,--
63756931239876,16.5,1.5,0.0,0.0,15.0,--
63756931240892,16.8,1.8,0.0,0.0,15.0,--
63756931241910,16.1,1.1,0.0,0.0,15.0,--
63756931242924,17.2,2.2,0.0,0.0,15.0,--
63756931243941,16.3,1.3,0.0,0.0,15.0,--
63756931244957,17.2,2.2,0.0,0.0,15.0,--
63756931245967,16.5,1.5,0.0,0.0,15.0,--
63756931246991,17.5,2.5,0.0,0.0,15.0,--
63756931248000,15.9,0.9,0.0,0.0,15.0,--
63756931249017,17.1,2.1,0.0,0.0,15.0,--
63756931250035,17.0,2.0,0.0,0.0,15.0,--
63756931251051,17.1,2.1,0.0,0.0,15.0,--
63756931252068,16.8,1.8,0.0,0.0,15.0,--
63756931253077,16.5,1.5,0.0,0.0,15.0,--
63756931254102,17.0,2.0,0.0,0.0,15.0,--
63756931255119,17.3,2.3,0.0,0.0,15.0,--
63756931256127,16.0,1.0,0.0,0.0,15.0,--
63756931257152,21.0,6.0,0.0,0.0,15.0,--
63756931258142,17.8,2.8,0.0,0.0,15.0,--
63756931259166,19.0,4.0,0.0,0.0,15.0,--
63756931260175,20.0,5.0,0.0,0.0,15.0,--
63756931261192,16.8,1.8,0.0,0.0,15.0,--
63756931262209,15.8,0.8,0.0,0.0,15.0,--
63756931263223,17.3,2.3,0.0,0.0,15.0,--
63756931264232,16.4,1.4,0.0,0.0,15.0,--
63756931265250,16.9,1.9,0.0,0.0,15.0,--
63756931266268,17.1,2.1,0.0,0.0,15.0,--
63756931267285,16.7,1.7,0.0,0.0,15.0,--
63756931268306,15.9,0.9,0.0,0.0,15.0,--
63756931269314,17.6,2.6,0.0,0.0,15.0,--
63756931270331,17.7,2.7,0.0,0.0,15.0,--
63756931271349,17.5,2.5,0.0,0.0,15.0,--
63756931272367,17.1,2.1,0.0,0.0,15.0,--
63756931273378,17.0,2.0,0.0,0.0,15.0,--
63756931274403,17.2,2.2,0.0,0.0,15.0,--
63756931275419,17.0,2.0,0.0,0.0,15.0,--
63756931276421,16.3,1.3,0.0,0.0,15.0,--
63756931277437,17.2,2.2,0.0,0.0,15.0,--
63756931278459,16.2,1.2,0.0,0.0,15.0,--
63756931279467,16.4,1.4,0.0,0.0,15.0,--
63756931280485,16.4,1.4,0.0,0.0,15.0,--
63756931281502,16.2,1.2,0.0,0.0,15.0,--
63756931282518,16.7,1.7,0.0,0.0,15.0,--
63756931283535,16.4,1.4,0.0,0.0,15.0,--
63756931284552,16.5,1.5,0.0,0.0,15.0,--
63756931285561,15.9,0.9,0.0,0.0,15.0,--
63756931286586,17.6,2.6,0.0,0.0,15.0,--
63756931287603,17.1,2.1,0.0,0.0,15.0,--
63756931288617,16.5,1.5,0.0,0.0,15.0,--
63756931289650,16.2,1.2,0.0,0.0,15.0,--
63756931290667,17.3,2.3,0.0,0.0,15.0,--
63756931291684,20.0,4.9,0.0,0.1,15.0,--
63756931292693,15.9,0.9,0.0,0.0,15.0,--
63756931293706,16.7,1.7,0.0,0.0,15.0,--
63756931294731,16.8,1.8,0.0,0.0,15.0,--
63756931295740,16.9,1.9,0.0,0.0,15.0,--
63756931296749,15.7,0.7,0.0,0.0,15.0,--
63756931297766,18.0,2.9,0.0,0.0,15.0,--
63756931298787,17.6,2.6,0.0,0.0,15.0,--
63756931299804,17.6,2.6,0.0,0.0,15.0,--
63756931300813,16.7,1.7,0.0,0.0,15.0,--
63756931301830,18.6,3.6,0.0,0.0,15.0,--
63756931302847,16.7,1.7,0.0,0.0,15.0,--
63756931303864,17.3,2.3,0.0,0.0,15.0,--
63756931304881,15.9,0.9,0.0,0.0,15.0,--
63756931305898,17.4,2.4,0.0,0.0,15.0,--
63756931306916,16.5,1.5,0.0,0.0,15.0,--
63756931307933,16.8,1.8,0.0,0.0,15.0,--
63756931308942,16.8,1.8,0.0,0.0,15.0,--
63756931309951,16.3,1.3,0.0,0.0,15.0,--
63756931310968,15.9,0.9,0.0,0.0,15.0,--
63756931311986,16.4,1.4,0.0,0.0,15.0,--
63756931312999,16.1,1.1,0.0,0.0,15.0,--
63756931314032,18.5,3.5,0.0,0.0,15.0,--
63756931315049,17.9,2.9,0.0,0.0,15.0,--
63756931316065,18.6,3.6,0.0,0.0,15.0,--
63756931317082,19.4,4.4,0.0,0.0,15.0,--
63756931318104,20.1,5.1,0.0,0.0,15.0,--
63756931319142,18.7,3.7,0.0,0.0,15.0,--
63756931320167,19.0,4.0,0.0,0.0,15.0,--
63756931321174,17.8,2.8,0.0,0.0,15.0,--
63756931322193,16.8,1.8,0.0,0.0,15.0,--
63756931323216,17.5,2.5,0.0,0.0,15.0,--
63756931324217,18.3,3.3,0.0,0.0,15.0,--
63756931325238,18.3,3.3,0.0,0.0,15.0,--
63756931326269,19.9,4.9,0.0,0.0,15.0,--
63756931327286,19.7,4.7,0.0,0.0,15.0,--
63756931328297,19.2,4.2,0.0,0.0,15.0,--
63756931329314,17.4,2.4,0.0,0.0,15.0,--
63756931330331,18.6,3.6,0.0,0.0,15.0,--
63756931331348,17.0,2.0,0.0,0.0,15.0,--
63756931332364,18.9,3.9,0.0,0.0,15.0,--
63756931333378,18.0,3.0,0.0,0.0,15.0,--
63756931334394,20.1,5.1,0.0,0.0,15.0,--
63756931335419,18.0,3.0,0.0,0.0,15.0,--
63756931336428,17.4,2.4,0.0,0.0,15.0,--
63756931337437,16.3,1.3,0.0,0.0,15.0,--
63756931338462,16.7,1.7,0.0,0.0,15.0,--
63756931339470,17.0,2.0,0.0,0.0,15.0,--
63756931340485,19.3,4.3,0.0,0.0,15.0,--
63756931341502,23.5,8.5,0.0,0.0,15.0,--
63756931342538,27.3,12.2,0.0,0.0,15.0,--
63756931343548,25.4,10.4,0.0,0.0,15.0,--
63756931344565,29.4,14.4,0.0,0.0,15.0,--
63756931345598,29.1,14.1,0.0,0.0,15.0,--
63756931346627,26.3,11.3,0.0,0.0,15.0,--
63756931347646,26.5,11.5,0.0,0.0,15.0,--
63756931348664,22.6,7.6,0.0,0.0,15.0,--
63756931349753,26.5,11.5,0.0,0.0,15.0,--
63756931350767,28.5,13.5,0.0,0.0,15.0,--
63756931351794,26.1,11.1,0.0,0.0,15.0,--
63756931352842,26.8,11.8,0.0,0.0,15.0,--
63756931353877,24.3,9.3,0.0,0.0,15.0,--
63756931354874,25.2,10.1,0.0,0.0,15.0,--
63756931355891,23.4,8.4,0.0,0.0,15.0,--
63756931356907,27.0,12.0,0.0,0.0,15.0,--
63756931357931,24.9,9.9,0.0,0.0,15.0,--
63756931358972,27.4,12.4,0.0,0.0,15.0,--
63756931360005,28.8,13.8,0.0,0.0,15.0,--
63756931361018,24.1,9.1,0.0,0.0,15.0,--
63756931362042,23.0,8.0,0.0,0.0,15.0,--
63756931363068,21.9,6.9,0.0,0.0,15.0,--
63756931364077,18.2,3.2,0.0,0.0,15.0,--
63756931365093,20.1,5.1,0.0,0.0,15.0,--
63756931366110,19.4,4.4,0.0,0.0,15.0,--
63756931367127,19.9,4.9,0.0,0.0,15.0,--
63756931368142,19.0,4.0,0.0,0.0,15.0,--
63756931369158,20.0,5.0,0.0,0.0,15.0,--
63756931370183,17.4,2.4,0.0,0.0,15.0,--
63756931371188,20.3,5.1,0.0,0.1,15.0,--
63756931372214,25.0,7.9,0.0,2.1,15.0,--
63756931373230,24.4,9.2,0.0,0.2,15.0,--
63756931374271,22.7,7.7,0.0,0.0,15.0,--
63756931375296,23.1,8.0,0.0,0.1,15.0,--
63756931376313,21.4,6.3,0.0,0.1,15.0,--
63756931377329,23.2,8.1,0.0,0.1,15.0,--
63756931378332,23.8,8.8,0.0,0.0,15.0,--
63756931379686,23.4,8.3,0.0,0.1,15.0,--
63756931380770,22.7,7.7,0.0,0.1,15.0,--
63756931381812,25.3,10.2,0.0,0.1,15.0,--
63756931382860,25.2,10.1,0.0,0.1,15.0,--
63756931383960,23.9,8.8,0.0,0.1,15.0,--
63756931385017,23.8,8.8,0.0,0.0,15.0,--
63756931386062,23.1,8.0,0.0,0.1,15.0,--
63756931387063,19.7,4.6,0.0,0.1,15.0,--
63756931388129,20.1,5.1,0.0,0.0,15.0,--
63756931389213,24.1,9.1,0.0,0.0,15.0,--
63756931390236,21.3,6.2,0.0,0.0,15.0,--
63756931391267,26.4,11.3,0.0,0.0,15.0,--
63756931392281,23.5,8.5,0.0,0.1,15.0,--
63756931393314,22.2,7.2,0.0,0.0,15.0,--
63756931394331,20.8,5.7,0.0,0.0,15.0,--
63756931395328,22.7,7.5,0.0,0.2,15.0,--
63756931396344,25.5,10.4,0.0,0.2,15.0,--
63756931397361,27.3,12.2,0.0,0.1,15.0,--
63756933872567,42.7,27.7,0.0,0.0,15.0,--
63756933873562,42.7,27.6,0.0,0.1,15.0,--
63756933874568,42.3,27.2,0.0,0.0,15.0,--
63756933875569,42.4,27.3,0.0,0.0,15.0,--
63756933876566,42.8,27.7,0.0,0.1,15.0,--
63756933888568,42.6,27.6,0.0,0.0,15.0,--
63756933889565,42.8,27.8,0.0,0.0,15.0,--
63756933890563,42.6,27.6,0.0,0.0,15.0,--
63756933891562,40.2,25.2,0.0,0.0,15.0,--
63756933892562,42.6,27.6,0.0,0.0,15.0,--
63756933893564,42.6,27.6,0.0,0.0,15.0,--
63756933894565,40.6,25.6,0.0,0.0,15.0,--
63756933895568,42.6,27.6,0.0,0.0,15.0,--
63756933896566,42.5,27.5,0.0,0.0,15.0,--
63756933897578,42.3,27.2,0.0,0.0,15.0,--
63756933898642,39.8,24.8,0.0,0.0,15.0,--
63756933899642,41.9,26.9,0.0,0.0,15.0,--
63756933900642,41.0,26.0,0.0,0.0,15.0,--
63756933901641,42.5,27.5,0.0,0.0,15.0,--
63756933902641,39.8,24.8,0.0,0.0,15.0,--
63756933903644,40.6,25.6,0.0,0.0,15.0,--
63756933904639,41.4,26.4,0.0,0.0,15.0,--
63756933906029,42.7,27.6,0.0,0.1,15.0,--
63756933907036,42.7,27.7,0.0,0.0,15.0,--
63756933908035,41.6,26.6,0.0,0.0,15.0,--
63756933909031,42.5,27.5,0.0,0.0,15.0,--
63756933910149,42.1,27.0,0.0,0.0,15.0,--
63756933911141,42.4,27.3,0.0,0.0,15.0,--
63756933912158,40.6,25.6,0.0,0.0,15.0,--
63756933913158,42.8,27.8,0.0,0.0,15.0,--
63756933914157,42.6,27.6,0.0,0.0,15.0,--
63756933915157,41.9,26.9,0.0,0.0,15.0,--
63756933919224,42.5,27.5,0.0,0.1,15.0,--
63756933920220,42.7,27.7,0.0,0.0,15.0,--
63756933921317,42.3,27.3,0.0,0.0,15.0,--
63756933922423,42.2,27.2,0.0,0.0,15.0,--
63756933923421,42.5,27.5,0.0,0.0,15.0,--
63756933924487,42.7,27.7,0.0,0.0,15.0,Waiting for [] application data
63756933925768,43.0,28.0,0.0,0.0,15.0,0.0
63756933927057,42.5,27.4,0.0,0.1,15.0,27.0
63756933928346,42.5,27.4,0.0,0.1,15.0,27.2
63756933929631,41.9,26.8,0.0,0.1,15.0,26.9
63756933930920,42.3,27.2,0.0,0.1,15.0,26.7
63756933932219,41.8,26.7,0.0,0.0,15.0,26.7
63756933933273,41.9,26.9,0.0,0.0,15.0,0.0
63756933934557,42.3,27.3,0.0,0.0,15.0,26.9
63756933935838,42.6,27.6,0.0,0.0,15.0,27.1
63756933937126,41.5,26.5,0.0,0.0,15.0,26.3
63756933938418,42.6,27.6,0.0,0.0,15.0,27.3
63756933939713,42.8,27.7,0.0,0.0,15.0,27.7
63756933941048,42.9,27.8,0.0,0.0,15.0,27.7
63756933942351,42.2,27.2,0.0,0.0,15.0,27.2
63756933943639,42.6,27.6,0.0,0.0,15.0,26.7
63756933944958,41.9,26.9,0.0,0.0,15.0,26.9
63756933946253,42.9,27.8,0.0,0.1,15.0,27.3
63756933947445,42.3,27.2,0.0,0.1,15.0,24.8
63756933948625,41.9,26.9,0.0,0.0,15.0,25.9
63756933949823,41.4,26.4,0.0,0.0,15.0,24.1
63756933951009,42.8,27.8,0.0,0.0,15.0,26.3
63756933952254,42.0,27.0,0.0,0.0,15.0,25.1
63756933953440,42.9,27.9,0.0,0.0,15.0,26.5
63756933954622,41.8,26.8,0.0,0.0,15.0,24.7
63756933955891,42.2,27.2,0.0,0.0,15.0,24.9
63756933957094,42.8,27.7,0.0,0.0,15.0,25.8
63756933958292,41.5,26.5,0.0,0.0,15.0,24.0
63756933959492,41.0,26.0,0.0,0.0,15.0,24.4
63756933960706,42.2,27.2,0.0,0.0,15.0,24.6
63756933961915,42.6,27.5,0.0,0.0,15.0,20.5
63756933963128,41.1,26.1,0.0,0.0,15.0,24.0
63756933964330,42.4,27.4,0.0,0.0,15.0,23.5
63756933965534,41.0,26.0,0.0,0.0,15.0,24.6
63756933966727,42.0,27.0,0.0,0.0,15.0,25.3
63756933967922,41.3,26.3,0.0,0.0,15.0,22.6
63756933969101,41.9,26.9,0.0,0.0,15.0,24.0
63756933970309,41.2,26.2,0.0,0.0,15.0,23.4
63756933971502,42.6,27.5,0.0,0.0,15.0,25.4
63756933972563,42.4,27.4,0.0,0.0,15.0,0.2
63756933973776,42.9,27.9,0.0,0.0,15.0,25.5
63756933974972,43.0,28.0,0.0,0.0,15.0,25.7
63756933976167,42.7,27.7,0.0,0.0,15.0,26.2
63756933977367,42.8,27.8,0.0,0.0,15.0,26.3
63756933978557,42.6,27.6,0.0,0.0,15.0,26.2
63756933979748,42.7,27.7,0.0,0.0,15.0,26.2
63756933980945,42.8,27.8,0.0,0.0,15.0,25.6
63756933982143,42.2,27.2,0.0,0.0,15.0,25.8
63756933983342,42.9,27.9,0.0,0.0,15.0,25.3
63756933984548,43.0,28.0,0.0,0.0,15.0,26.2
63756933985752,43.0,28.0,0.0,0.0,15.0,25.9
63756933986957,43.0,28.0,0.0,0.0,15.0,24.8
63756933988152,43.0,28.0,0.0,0.0,15.0,25.7
63756933989361,43.0,28.0,0.0,0.0,15.0,25.3
63756933990567,42.7,27.7,0.0,0.0,15.0,23.6
63756933991777,42.4,27.4,0.0,0.0,15.0,23.7
63756933992979,42.5,27.5,0.0,0.0,15.0,24.0
63756933994176,42.4,27.3,0.0,0.1,15.0,23.7
63756933995362,43.1,28.0,0.0,0.1,15.0,17.9
63756933996569,42.9,27.9,0.0,0.0,15.0,20.5
63756933997766,41.9,26.9,0.0,0.0,15.0,23.2
63756933998993,42.7,27.6,0.0,0.1,15.0,22.1
63756934000194,42.0,27.0,0.0,0.0,15.0,22.6
63756934001412,41.7,26.6,0.0,0.1,15.0,24.7
63756934002625,43.0,28.0,0.0,0.0,15.0,24.4
63756934003857,41.6,26.6,0.0,0.0,15.0,23.7
63756934005052,42.2,27.2,0.0,0.0,15.0,24.5
63756934006290,42.2,27.2,0.0,0.0,15.0,24.4
63756934007505,42.4,27.4,0.0,0.0,15.0,24.0
63756934008716,42.9,27.9,0.0,0.0,15.0,24.2
63756934009926,41.8,26.8,0.0,0.0,15.0,24.3
63756934011142,41.6,26.6,0.0,0.0,15.0,23.8
63756934012381,42.6,27.6,0.0,0.0,15.0,23.5
63756934013610,41.9,26.9,0.0,0.0,15.0,23.7
63756934014839,41.6,26.6,0.0,0.0,15.0,22.8
63756934016045,41.7,26.7,0.0,0.0,15.0,22.9
63756934017264,42.0,27.0,0.0,0.0,15.0,24.6
63756934018477,42.5,27.5,0.0,0.0,15.0,25.5
63756934019680,42.6,27.5,0.0,0.0,15.0,24.1
63756934020880,41.8,26.7,0.0,0.1,15.0,23.9
63756934022091,41.6,26.6,0.0,0.0,15.0,25.5
63756934023275,42.6,27.5,0.0,0.0,15.0,24.7
63756934024497,42.2,27.2,0.0,0.0,15.0,24.3
63756934025688,42.6,27.5,0.0,0.0,15.0,22.8
63756934026901,42.8,27.8,0.0,0.0,15.0,25.4
63756934028121,41.9,26.9,0.0,0.0,15.0,24.0
63756934029315,41.9,26.9,0.0,0.0,15.0,23.8
63756934030545,42.2,27.2,0.0,0.0,15.0,22.6
63756934031751,42.7,27.6,0.0,0.2,15.0,25.0
63756934032972,42.1,26.9,0.0,0.2,15.0,23.2
63756934034183,42.9,27.7,0.0,0.2,15.0,25.1
63756934035374,42.9,27.7,0.0,0.1,15.0,21.8
63756934036628,41.9,26.8,0.0,0.1,15.0,23.7
63756934037845,42.5,27.5,0.0,0.0,15.0,24.1
63756934039072,42.5,27.5,0.0,0.0,15.0,25.0
63756934040262,42.7,27.7,0.0,0.0,15.0,25.0
63756934041462,42.5,27.4,0.0,0.0,15.0,24.7
63756934042684,41.5,26.5,0.0,0.0,15.0,24.3
63756934043905,41.7,26.7,0.0,0.0,15.0,23.6
63756934045135,43.0,28.0,0.0,0.0,15.0,25.2
63756934046339,42.0,27.0,0.0,0.0,15.0,24.0
63756934047557,42.8,27.8,0.0,0.0,15.0,22.7
63756934048752,42.2,27.2,0.0,0.0,15.0,22.1
63756934049960,42.5,27.5,0.0,0.0,15.0,25.7
63756934051154,42.6,27.5,0.0,0.0,15.0,25.6
63756934052378,41.7,26.6,0.0,0.0,15.0,24.3
63756934053604,41.3,26.3,0.0,0.0,15.0,23.5
63756934054823,43.1,28.0,0.0,0.1,15.0,23.6
63756934056040,43.1,28.0,0.0,0.1,15.0,17.0
63756934057254,41.8,26.8,0.0,0.0,15.0,22.8
63756934058475,41.4,26.4,0.0,0.0,15.0,23.0
63756934059702,41.8,26.7,0.0,0.0,15.0,22.6
63756934060918,42.0,27.0,0.0,0.0,15.0,23.6
63756934062134,42.6,27.6,0.0,0.0,15.0,25.4
63756934063343,42.7,27.7,0.0,0.0,15.0,24.9
63756934064575,42.6,27.6,0.0,0.0,15.0,22.7
63756934065772,42.0,27.0,0.0,0.0,15.0,23.0
63756934066992,42.7,27.7,0.0,0.0,15.0,23.6
63756934068187,42.6,27.5,0.0,0.0,15.0,24.2
63756934069481,42.1,27.1,0.0,0.0,15.0,22.9
63756934070699,42.9,27.9,0.0,0.0,15.0,21.6
63756934071906,41.6,26.6,0.0,0.1,15.0,21.3
63756934073124,42.4,27.4,0.0,0.0,15.0,24.1
63756934074349,42.6,27.6,0.0,0.0,15.0,23.4
63756934075554,42.7,27.7,0.0,0.0,15.0,23.7
63756934076745,41.9,26.9,0.0,0.0,15.0,24.4
63756934077930,42.2,27.2,0.0,0.0,15.0,25.1
63756934079121,41.8,26.8,0.0,0.0,15.0,25.2
63756934080313,42.2,27.2,0.0,0.0,15.0,25.0
63756934081528,41.9,26.9,0.0,0.0,15.0,25.4
63756934082730,42.5,27.5,0.0,0.0,15.0,25.1
63756934083911,42.6,27.6,0.0,0.0,15.0,26.5
63756934085096,42.1,27.1,0.0,0.0,15.0,25.1
63756934086284,42.4,27.4,0.0,0.0,15.0,24.9
63756934087515,42.2,27.2,0.0,0.0,15.0,24.7
63756934088712,42.1,27.1,0.0,0.0,15.0,25.3
63756934089903,41.2,26.2,0.0,0.0,15.0,23.1
63756934091097,41.4,26.4,0.0,0.0,15.0,25.0
63756934092299,42.7,27.7,0.0,0.0,15.0,24.8
63756934093495,42.2,27.2,0.0,0.0,15.0,25.5
63756934094699,42.6,27.5,0.0,0.0,15.0,26.1
63756934095889,41.9,26.9,0.0,0.0,15.0,24.1
63756934097100,42.3,27.3,0.0,0.0,15.0,25.0
63756934098156,42.6,27.6,0.0,0.0,15.0,0.1
63756934099360,41.6,26.6,0.0,0.0,15.0,24.6
63756934100572,41.2,26.2,0.0,0.0,15.0,23.4
63756934101757,42.5,27.5,0.0,0.0,15.0,24.9
63756934102960,42.7,27.7,0.0,0.0,15.0,25.2
63756934104170,42.6,27.6,0.0,0.0,15.0,26.0
63756934105377,38.4,23.4,0.0,0.0,15.0,20.9
63756934106595,42.6,27.5,0.0,0.0,15.0,24.3
63756934107813,42.6,27.6,0.0,0.0,15.0,24.5
63756934109017,41.9,26.9,0.0,0.0,15.0,24.6
63756934110235,42.7,27.6,0.0,0.0,15.0,24.7
63756934111437,42.1,27.1,0.0,0.0,15.0,25.2
63756934112647,42.3,27.3,0.0,0.0,15.0,25.6
63756934113839,42.8,27.8,0.0,0.0,15.0,26.0
63756934115028,41.6,26.6,0.0,0.0,15.0,23.4
63756934116212,42.4,27.4,0.0,0.0,15.0,26.1
63756934117394,41.3,26.3,0.0,0.0,15.0,24.7
63756934118585,42.9,27.9,0.0,0.0,15.0,26.3
63756934119779,42.6,27.5,0.0,0.0,15.0,25.1
63756934120968,41.2,26.2,0.0,0.0,15.0,24.4
63756934122173,42.4,27.4,0.0,0.0,15.0,26.0
63756934123362,41.5,26.4,0.0,0.0,15.0,23.5
63756934124545,42.2,27.2,0.0,0.0,15.0,24.7
63756934125757,41.6,26.6,0.0,0.0,15.0,24.4
63756934126954,42.5,27.5,0.0,0.0,15.0,24.6
63756934128172,42.3,27.3,0.0,0.0,15.0,24.4
63756934129390,42.6,27.6,0.0,0.0,15.0,23.6
63756934130601,42.1,27.1,0.0,0.0,15.0,23.2
63756934131802,42.3,27.3,0.0,0.0,15.0,24.0
63756934133003,41.6,26.5,0.0,0.0,15.0,25.4
63756934134201,41.8,26.8,0.0,0.0,15.0,24.6
