pc_model,pc_type,background_app,frontend_app, Total_Power, CPU, Monitor, Disk, Base, Application,time_of_ the _day,power_mode
3,0,112.3,47.3,98.9,34.3,-0.5,0.1,65,12.9,1,1
3,0,114.6,49.6,99.6,35,-0.5,0.1,65,14.5,1,1
2,1,43,28,43,28,0,0,15,0,1,1
2,1,69.5,54.5,42.5,27.4,0,0.1,15,27,1,2
2,1,69.7,54.7,42.5,27.4,0,0.1,15,27.2,1,2
2,1,68.8,53.8,41.9,26.8,0,0.1,15,26.9,1,2
2,1,69,54,42.3,27.2,0,0.1,15,26.7,1,2
2,1,68.5,53.4,41.8,26.7,0,0,15,26.7,1,2
2,1,41.9,26.9,41.9,26.9,0,0,15,0,1,2
2,1,69.2,54.2,42.3,27.3,0,0,15,26.9,1,2
2,1,69.7,54.7,42.6,27.6,0,0,15,27.1,1,2
2,1,67.8,52.8,41.5,26.5,0,0,15,26.3,1,2
2,1,69.9,54.9,42.6,27.6,0,0,15,27.3,1,2
2,1,70.5,55.4,42.8,27.7,0,0,15,27.7,1,2
2,1,70.6,55.5,42.9,27.8,0,0,15,27.7,1,2
2,1,69.4,54.4,42.2,27.2,0,0,15,27.2,1,2
2,1,69.3,54.3,42.6,27.6,0,0,15,26.7,1,2
2,1,68.8,53.8,41.9,26.9,0,0,15,26.9,1,2
2,1,70.2,55.2,42.9,27.8,0,0.1,15,27.3,1,2
2,1,67.1,52.1,42.3,27.2,0,0.1,15,24.8,1,2
2,1,67.8,52.8,41.9,26.9,0,0,15,25.9,1,2
2,1,65.5,50.5,41.4,26.4,0,0,15,24.1,1,2
2,1,69.1,54.1,42.8,27.8,0,0,15,26.3,1,2
2,1,67.1,52.1,42,27,0,0,15,25.1,1,2
2,1,69.4,54.4,42.9,27.9,0,0,15,26.5,1,2
2,1,66.5,51.5,41.8,26.8,0,0,15,24.7,1,2
2,1,67.1,52.1,42.2,27.2,0,0,15,24.9,1,2
2,1,68.6,53.5,42.8,27.7,0,0,15,25.8,1,2
2,1,65.5,50.5,41.5,26.5,0,0,15,24,1,2
2,1,65.4,50.4,41,26,0,0,15,24.4,1,2
2,1,66.8,51.8,42.2,27.2,0,0,15,24.6,1,2
2,1,63.1,48,42.6,27.5,0,0,15,20.5,1,2
2,1,65.1,50.1,41.1,26.1,0,0,15,24,1,2
2,1,65.9,50.9,42.4,27.4,0,0,15,23.5,1,2
2,1,65.6,50.6,41,26,0,0,15,24.6,1,2
2,1,67.3,52.3,42,27,0,0,15,25.3,1,2
2,1,63.9,48.9,41.3,26.3,0,0,15,22.6,1,2
2,1,65.9,50.9,41.9,26.9,0,0,15,24,1,2
2,1,64.6,49.6,41.2,26.2,0,0,15,23.4,1,2
2,1,68,52.9,42.6,27.5,0,0,15,25.4,1,2
2,1,42.6,27.6,42.4,27.4,0,0,15,0.2,1,2
2,1,68.4,53.4,42.9,27.9,0,0,15,25.5,1,2
2,1,68.7,53.7,43,28,0,0,15,25.7,1,2
2,1,68.9,53.9,42.7,27.7,0,0,15,26.2,1,2
2,1,69.1,54.1,42.8,27.8,0,0,15,26.3,1,2
2,1,68.8,53.8,42.6,27.6,0,0,15,26.2,1,2
2,1,68.9,53.9,42.7,27.7,0,0,15,26.2,1,2
2,1,68.4,53.4,42.8,27.8,0,0,15,25.6,1,2
2,1,68,53,42.2,27.2,0,0,15,25.8,1,2
2,1,68.2,53.2,42.9,27.9,0,0,15,25.3,1,2
2,1,69.2,54.2,43,28,0,0,15,26.2,1,2
2,1,68.9,53.9,43,28,0,0,15,25.9,1,2
2,1,67.8,52.8,43,28,0,0,15,24.8,1,2
2,1,68.7,53.7,43,28,0,0,15,25.7,1,2
2,1,68.3,53.3,43,28,0,0,15,25.3,1,2
2,1,66.3,51.3,42.7,27.7,0,0,15,23.6,1,2
2,1,66.1,51.1,42.4,27.4,0,0,15,23.7,1,2
2,1,66.5,51.5,42.5,27.5,0,0,15,24,1,2
2,1,66.1,51.1,42.4,27.3,0,0.1,15,23.7,1,2
2,1,61,46,43.1,28,0,0.1,15,17.9,1,2
2,1,63.4,48.4,42.9,27.9,0,0,15,20.5,1,2
2,1,65.1,50.1,41.9,26.9,0,0,15,23.2,1,2
2,1,64.8,49.8,42.7,27.6,0,0.1,15,22.1,1,2
2,1,64.6,49.6,42,27,0,0,15,22.6,1,2
2,1,66.4,51.4,41.7,26.6,0,0.1,15,24.7,1,2
2,1,67.4,52.4,43,28,0,0,15,24.4,1,2
2,1,65.3,50.3,41.6,26.6,0,0,15,23.7,1,2
2,1,66.7,51.7,42.2,27.2,0,0,15,24.5,1,2
2,1,66.6,51.6,42.2,27.2,0,0,15,24.4,1,2
2,1,66.4,51.4,42.4,27.4,0,0,15,24,1,2
2,1,67.1,52.1,42.9,27.9,0,0,15,24.2,1,2
2,1,66.1,51.1,41.8,26.8,0,0,15,24.3,1,2
2,1,65.4,50.4,41.6,26.6,0,0,15,23.8,1,2
2,1,66.1,51.1,42.6,27.6,0,0,15,23.5,1,2
2,1,65.6,50.6,41.9,26.9,0,0,15,23.7,1,2
2,1,64.4,49.4,41.6,26.6,0,0,15,22.8,1,2
2,1,64.6,49.6,41.7,26.7,0,0,15,22.9,1,2
2,1,66.6,51.6,42,27,0,0,15,24.6,1,2
2,1,68,53,42.5,27.5,0,0,15,25.5,1,2
2,1,66.7,51.6,42.6,27.5,0,0,15,24.1,1,2
2,1,65.7,50.7,41.8,26.7,0,0.1,15,23.9,1,2
2,1,67.1,52.1,41.6,26.6,0,0,15,25.5,1,2
2,1,67.3,52.2,42.6,27.5,0,0,15,24.7,1,2
2,1,66.5,51.5,42.2,27.2,0,0,15,24.3,1,2
2,1,65.4,50.3,42.6,27.5,0,0,15,22.8,1,2
2,1,68.2,53.2,42.8,27.8,0,0,15,25.4,1,2
2,1,65.9,50.9,41.9,26.9,0,0,15,24,1,2
2,1,65.7,50.7,41.9,26.9,0,0,15,23.8,1,2
2,1,64.8,49.8,42.2,27.2,0,0,15,22.6,1,2
2,1,67.7,52.8,42.7,27.6,0,0.2,15,25,1,2
2,1,65.3,50.3,42.1,26.9,0,0.2,15,23.2,1,2
2,1,68,53,42.9,27.7,0,0.2,15,25.1,1,2
2,1,64.7,49.6,42.9,27.7,0,0.1,15,21.8,1,2
2,1,65.6,50.6,41.9,26.8,0,0.1,15,23.7,1,2
2,1,66.6,51.6,42.5,27.5,0,0,15,24.1,1,2
2,1,67.5,52.5,42.5,27.5,0,0,15,25,1,2
2,1,67.7,52.7,42.7,27.7,0,0,15,25,1,2
2,1,67.2,52.1,42.5,27.4,0,0,15,24.7,1,2
2,1,65.8,50.8,41.5,26.5,0,0,15,24.3,1,2
2,1,65.3,50.3,41.7,26.7,0,0,15,23.6,1,2
2,1,68.2,53.2,43,28,0,0,15,25.2,1,2
2,1,66,51,42,27,0,0,15,24,1,2
2,1,65.5,50.5,42.8,27.8,0,0,15,22.7,1,2
2,1,64.3,49.3,42.2,27.2,0,0,15,22.1,1,2
2,1,68.2,53.2,42.5,27.5,0,0,15,25.7,1,2
2,1,68.2,53.1,42.6,27.5,0,0,15,25.6,1,2
2,1,66,50.9,41.7,26.6,0,0,15,24.3,1,2
2,1,64.8,49.8,41.3,26.3,0,0,15,23.5,1,2
2,1,66.7,51.7,43.1,28,0,0.1,15,23.6,1,2
2,1,60.1,45.1,43.1,28,0,0.1,15,17,1,2
2,1,64.6,49.6,41.8,26.8,0,0,15,22.8,1,2
2,1,64.4,49.4,41.4,26.4,0,0,15,23,1,2
2,1,64.4,49.3,41.8,26.7,0,0,15,22.6,1,2
2,1,65.6,50.6,42,27,0,0,15,23.6,1,2
2,1,68,53,42.6,27.6,0,0,15,25.4,1,2
2,1,67.6,52.6,42.7,27.7,0,0,15,24.9,1,2
2,1,65.3,50.3,42.6,27.6,0,0,15,22.7,1,2
2,1,65,50,42,27,0,0,15,23,1,2
2,1,66.3,51.3,42.7,27.7,0,0,15,23.6,1,2
2,1,66.8,51.7,42.6,27.5,0,0,15,24.2,1,2
2,1,65,50,42.1,27.1,0,0,15,22.9,1,2
2,1,64.5,49.5,42.9,27.9,0,0,15,21.6,1,2
2,1,62.9,48,41.6,26.6,0,0.1,15,21.3,1,2
2,1,66.5,51.5,42.4,27.4,0,0,15,24.1,1,2
2,1,66,51,42.6,27.6,0,0,15,23.4,1,2
2,1,66.4,51.4,42.7,27.7,0,0,15,23.7,1,2
2,1,66.3,51.3,41.9,26.9,0,0,15,24.4,1,2
2,1,67.3,52.3,42.2,27.2,0,0,15,25.1,1,2
2,1,67,52,41.8,26.8,0,0,15,25.2,1,2
2,1,67.2,52.2,42.2,27.2,0,0,15,25,1,2
2,1,67.3,52.3,41.9,26.9,0,0,15,25.4,1,2
2,1,67.6,52.6,42.5,27.5,0,0,15,25.1,1,2
2,1,69.1,54.1,42.6,27.6,0,0,15,26.5,1,2
2,1,67.2,52.2,42.1,27.1,0,0,15,25.1,1,2
2,1,67.3,52.3,42.4,27.4,0,0,15,24.9,1,2
2,1,66.9,51.9,42.2,27.2,0,0,15,24.7,1,2
2,1,67.4,52.4,42.1,27.1,0,0,15,25.3,1,2
2,1,64.3,49.3,41.2,26.2,0,0,15,23.1,1,2
2,1,66.4,51.4,41.4,26.4,0,0,15,25,1,2
2,1,67.5,52.5,42.7,27.7,0,0,15,24.8,1,2
2,1,67.7,52.7,42.2,27.2,0,0,15,25.5,1,2
2,1,68.7,53.6,42.6,27.5,0,0,15,26.1,1,2
2,1,66,51,41.9,26.9,0,0,15,24.1,1,2
2,1,67.3,52.3,42.3,27.3,0,0,15,25,1,2
2,1,42.7,27.7,42.6,27.6,0,0,15,0.1,1,2
2,1,66.2,51.2,41.6,26.6,0,0,15,24.6,1,2
2,1,64.6,49.6,41.2,26.2,0,0,15,23.4,1,2
2,1,67.4,52.4,42.5,27.5,0,0,15,24.9,1,2
2,1,67.9,52.9,42.7,27.7,0,0,15,25.2,1,2
2,1,68.6,53.6,42.6,27.6,0,0,15,26,1,2
2,1,59.3,44.3,38.4,23.4,0,0,15,20.9,1,2
2,1,66.9,51.8,42.6,27.5,0,0,15,24.3,1,2
2,1,67.1,52.1,42.6,27.6,0,0,15,24.5,1,2
2,1,66.5,51.5,41.9,26.9,0,0,15,24.6,1,2
2,1,67.4,52.3,42.7,27.6,0,0,15,24.7,1,2
2,1,67.3,52.3,42.1,27.1,0,0,15,25.2,1,2
2,1,67.9,52.9,42.3,27.3,0,0,15,25.6,1,2
2,1,68.8,53.8,42.8,27.8,0,0,15,26,1,2
2,1,65,50,41.6,26.6,0,0,15,23.4,1,2
2,1,68.5,53.5,42.4,27.4,0,0,15,26.1,1,2
2,1,66,51,41.3,26.3,0,0,15,24.7,1,2
2,1,69.2,54.2,42.9,27.9,0,0,15,26.3,1,2
2,1,67.7,52.6,42.6,27.5,0,0,15,25.1,1,2
2,1,65.6,50.6,41.2,26.2,0,0,15,24.4,1,2
2,1,68.4,53.4,42.4,27.4,0,0,15,26,1,2
2,1,65,49.9,41.5,26.4,0,0,15,23.5,1,2
2,1,66.9,51.9,42.2,27.2,0,0,15,24.7,1,2
2,1,66,51,41.6,26.6,0,0,15,24.4,1,2
2,1,67.1,52.1,42.5,27.5,0,0,15,24.6,1,2
2,1,66.7,51.7,42.3,27.3,0,0,15,24.4,1,2
2,1,66.2,51.2,42.6,27.6,0,0,15,23.6,1,2
2,1,65.3,50.3,42.1,27.1,0,0,15,23.2,1,2
2,1,66.3,51.3,42.3,27.3,0,0,15,24,1,2
2,1,67,51.9,41.6,26.5,0,0,15,25.4,1,2
2,1,66.4,51.4,41.8,26.8,0,0,15,24.6,1,2
2,1,64.9,49.9,42.9,27.9,0,0,15,22,1,2
2,1,63.8,48.8,43,28,0,0,15,20.8,1,2
2,1,67.9,52.8,42.8,27.7,0,0,15,25.1,1,2
2,1,67.9,52.8,42.6,27.5,0,0,15,25.3,1,2
2,1,65.8,50.8,42.2,27.2,0,0,15,23.6,1,2
2,1,67.1,52.1,42.5,27.5,0,0,15,24.6,1,2
2,1,66.6,51.6,42.6,27.6,0,0,15,24,1,2
2,1,64.7,49.7,42.4,27.4,0,0,15,22.3,1,2
2,1,65.4,50.4,42.5,27.5,0,0,15,22.9,1,2
2,1,67.8,52.8,42.7,27.7,0,0,15,25.1,1,2
2,1,66.4,51.4,42.5,27.5,0,0,15,23.9,1,2
2,1,66,51,41.5,26.5,0,0,15,24.5,1,2
2,1,66.5,51.5,42.4,27.4,0,0,15,24.1,1,2
2,1,66.4,51.4,42.2,27.2,0,0,15,24.2,1,2
2,1,66.6,51.6,42.1,27.1,0,0,15,24.5,1,2
2,1,66,51,41.9,26.9,0,0,15,24.1,1,2
2,1,66.6,51.6,41.9,26.9,0,0,15,24.7,1,2
2,1,67.3,52.2,42.7,27.6,0,0,15,24.6,1,2
2,1,65.7,50.7,42.1,27.1,0,0,15,23.6,1,2
2,1,66.6,51.6,42.6,27.6,0,0,15,24,1,2
2,1,66.7,51.7,42,27,0,0,15,24.7,1,2
2,1,66.4,51.4,42.6,27.6,0,0,15,23.8,1,2
2,1,67.9,52.9,42.7,27.7,0,0,15,25.2,1,2
2,1,67.4,52.4,42.2,27.2,0,0,15,25.2,1,2
2,1,66.9,51.9,42.3,27.3,0,0,15,24.6,1,2
2,1,67.8,52.8,42.4,27.4,0,0,15,25.4,1,2
2,1,67.9,52.9,42.8,27.8,0,0,15,25.1,1,2
2,1,67.6,52.5,42.7,27.6,0,0,15,24.9,1,2
2,1,67.2,52.2,42.7,27.7,0,0,15,24.5,1,2
2,1,67.2,52.2,42.6,27.6,0,0,15,24.6,1,2
2,1,67.2,52.2,42.8,27.8,0,0,15,24.4,1,2
2,1,68.1,53.1,43,28,0,0,15,25.1,1,2
2,1,68.2,53.2,42.8,27.8,0,0,15,25.4,1,2
2,1,42.6,27.6,42.6,27.6,0,0,15,0,1,2
2,1,66.3,51.3,42.5,27.5,0,0,15,23.8,1,2
2,1,66.7,51.6,42.2,27.1,0,0,15,24.5,1,2
2,1,68.1,53.1,42.8,27.8,0,0,15,25.3,1,2
2,1,68,53,42.9,27.9,0,0,15,25.1,1,2
2,1,67.9,52.9,42.7,27.7,0,0,15,25.2,1,2
2,1,66.6,51.6,42.3,27.3,0,0,15,24.3,1,2
2,1,67.5,52.4,42.5,27.4,0,0,15,25,1,2
2,1,66.3,51.3,42.4,27.4,0,0,15,23.9,1,2
2,1,68.5,53.5,42.5,27.5,0,0,15,26,1,2
2,1,67,52,42.3,27.3,0,0,15,24.7,1,2
3,0,85.9,20.9,74.9,10.4,-0.5,0,65,10.5,0,0
3,0,95.8,30.8,79.3,14.8,-0.5,0,65,16,0,0
3,0,106.9,41.9,90.8,26.2,-0.5,0.1,65,15.6,0,0
3,0,114.6,49.7,96.4,31.9,-0.5,0.1,65,17.7,0,0
3,0,102,37,88.5,24,-0.5,0,65,13,0,0
3,0,85.9,20.9,74.9,10.4,-0.5,0,65,10.5,0,0
3,0,95.8,30.8,79.3,14.8,-0.5,0,65,16,0,0
3,0,106.9,41.9,90.8,26.2,-0.5,0.1,65,15.6,0,0
3,0,114.6,49.7,96.4,31.9,-0.5,0.1,65,17.7,0,0
3,0,102,37,88.5,24,-0.5,0,65,13,0,0
3,0,85.9,20.9,74.9,10.4,-0.5,0,65,10.5,0,0
3,0,95.8,30.8,79.3,14.8,-0.5,0,65,16,0,0
3,0,106.9,41.9,90.8,26.2,-0.5,0.1,65,15.6,0,0
3,0,114.6,49.7,96.4,31.9,-0.5,0.1,65,17.7,0,0
3,0,102,37,88.5,24,-0.5,0,65,13,0,0
